time,Fp1,Fp2,F3,F4,C3,C4,O1,O2
7.876,5.4893,5.9681,1.9088,3.1181,0.5413,8.3789,10.9641,-4.9059
7.880,5.7301,6.0146,-2.4998,4.9266,-2.6468,4.5928,4.7396,-4.2376
7.884,4.9873,3.8088,-3.4505,6.5322,-5.4105,6.7553,3.0998,-0.5632
7.888,5.2220,4.9253,-0.1070,8.1698,0.7305,5.6172,-0.3913,3.7919
7.892,4.3171,2.7878,2.0335,5.4652,-0.1518,8.2642,-3.8227,5.2324
7.896,1.8668,4.1504,-1.4113,8.8430,2.8311,13.9862,-2.9876,7.5974
7.900,1.1838,1.1748,-2.9536,8.5377,3.2187,14.0959,-3.0403,8.8664
7.904,-0.7677,1.0269,-2.4146,7.4996,5.9942,15.5913,-4.5918,10.6314
7.908,-2.6439,3.0956,0.2108,7.2986,8.6963,19.3832,-7.5311,10.5393
7.912,-3.2352,1.1159,-0.7870,6.8230,10.7313,21.0944,-8.9383,12.3779
7.916,-6.5654,0.0278,-0.8427,4.0989,10.3277,20.2714,-10.1721,9.7645
7.920,-4.6469,1.5630,-2.0672,3.0037,9.9530,18.6913,-8.8933,8.7582
7.924,-4.6164,4.0570,-3.4892,4.7744,10.5690,15.4628,-5.9246,4.2586
7.928,-5.9157,3.8312,-5.0197,4.3279,9.4027,14.8533,-4.4297,3.4830
7.932,-3.3801,5.2236,-7.2351,2.4997,9.2165,10.9804,-4.0316,1.0906
7.936,-5.1392,6.0886,-2.4001,4.9897,5.2092,9.1365,1.7840,-0.4463
7.940,-3.2468,3.5786,0.3519,3.6479,6.5214,7.2305,6.6564,-1.1802
7.944,-4.1432,4.7725,1.4705,4.9738,3.2341,2.8899,11.4130,-2.6563
7.948,-3.0119,4.4010,0.8032,4.7608,2.0148,2.8792,10.8522,-4.8652
7.952,-4.4973,10.2484,0.2835,0.6657,0.1798,1.6341,14.1959,-6.9670
7.956,-3.1636,9.9600,3.3768,-0.7382,-0.5825,0.2998,11.3298,-9.3484
7.960,-4.1086,10.4137,0.7790,-0.2655,2.6495,-2.9935,9.3813,-10.9896
7.964,-3.1489,10.4304,-0.2842,-4.0176,1.7421,-2.4148,7.6955,-13.4684
7.968,-1.8422,12.6983,-1.4901,-3.7915,1.0393,-1.5945,5.0995,-13.9155
7.972,2.1245,12.3113,0.1155,0.0967,2.3615,-4.1431,4.7929,-14.0873
7.976,-0.0246,12.7446,-1.0899,3.0811,0.7179,-2.0259,2.7860,-14.4568
7.980,3.1588,8.5945,-0.0740,6.7284,0.4292,-2.8967,2.5390,-12.1071
7.984,2.5647,2.9465,2.8185,7.6965,0.6551,-2.8636,-2.1258,-9.1011
7.988,1.2520,4.7625,2.2914,9.3268,2.4782,-5.8407,-4.4868,-9.4757
7.992,2.5232,1.4893,3.2727,8.9988,0.8259,0.0285,-6.3762,-6.3405
7.996,3.3560,1.6111,3.0364,12.4514,3.1543,5.7369,-9.0829,-3.6973
8.000,-0.1020,2.2928,5.3658,9.0739,4.7008,7.0373,-8.4850,1.7752
8.004,-0.0980,5.0400,1.8558,11.4647,2.8267,7.3037,-11.1108,4.8858
8.008,1.6793,6.8957,-0.8419,7.6230,4.4942,8.9545,-11.6193,5.6086
8.012,-0.8461,8.4035,2.3771,5.9780,5.9659,9.6503,-12.2557,4.7755
8.016,0.4852,8.6888,1.9659,6.7204,6.8246,7.6646,-7.2960,7.2358
8.020,-1.4714,6.3887,0.8769,9.6629,6.8071,6.9599,-5.2604,5.4761
8.024,1.4054,4.7106,-0.3470,9.2340,4.3174,8.1422,-1.4319,4.1412
8.028,0.5973,4.6317,-0.4144,10.2766,3.5511,10.8374,2.2198,4.3446
8.032,2.0513,6.0639,-0.2890,9.6058,-0.7366,13.3125,6.0516,1.8327
8.036,2.9722,8.8263,2.2967,9.1840,-3.8872,10.7843,8.0422,2.0860
8.040,3.4612,9.6426,5.3226,11.5128,-5.3860,11.3680,9.3969,-0.4900
8.044,3.0811,10.4678,8.1429,8.4702,-4.4281,9.9752,10.0373,-2.9326
8.048,4.2892,7.7457,8.4680,7.1635,-4.8145,7.8497,10.3062,-4.4117
8.052,4.5814,6.2023,8.4499,6.1468,-7.7261,1.7892,12.5792,-2.9798
8.056,2.3688,8.0139,7.4657,5.3537,-7.5526,1.3473,14.2388,-3.7446
8.060,1.7555,6.9513,5.8731,3.3178,-6.3339,0.1233,11.1738,-0.9458
8.064,2.2025,9.3522,1.2157,0.1616,-7.2653,-2.5568,8.9039,-3.5189
8.068,-0.8539,6.8516,2.9084,-2.3138,-8.1959,-2.0945,12.6989,-3.2243
8.072,0.9003,5.4338,2.9370,-0.2461,-10.0241,-5.1774,8.7134,-1.4592
8.076,-0.0339,-0.7255,0.5186,-0.4716,-9.2330,-7.5906,10.1056,1.8047
8.080,3.7724,-0.2725,-3.0449,0.0556,-7.3086,-6.5072,5.3265,0.9582
8.084,2.2145,-1.0410,-1.1892,-0.8108,-6.4861,-4.6170,1.9181,4.3459
8.088,3.6185,-4.0635,-3.7989,1.8621,-6.2697,-6.0831,-2.8121,5.8121
8.092,1.9235,-8.0265,-3.9793,1.5601,-3.3824,-6.3845,-5.4278,7.7139
8.096,2.6649,-8.0284,-3.4856,5.4627,-1.4687,-3.0792,-9.5989,10.6769
8.100,3.6760,-8.6057,-4.0510,6.8726,-1.5180,-0.2503,-10.4882,9.3717
8.104,-0.0708,-7.8100,-8.1596,5.0421,0.7723,3.0182,-11.8254,9.9547
8.108,-0.0861,-7.2559,-8.3653,4.1389,3.2656,0.2575,-14.7494,9.4865
8.112,-1.9308,-4.8204,-7.9865,3.8862,8.5201,1.5806,-12.6032,8.7322
8.116,-4.7120,-4.6212,-9.4463,0.2870,6.8987,4.4502,-12.0157,7.8047
8.120,-5.6608,-3.9305,-9.3120,-0.7363,7.1987,7.0792,-10.1418,6.1130
8.124,-5.4388,-4.8227,-6.8360,-4.7714,6.6661,2.9672,-10.6687,6.4595
8.128,-2.6992,-5.0862,-5.1362,-6.8439,3.9130,4.2126,-5.0860,2.2955
8.132,-4.0463,0.2471,-5.3697,-7.6279,2.8310,2.1124,-8.0875,1.1158
8.136,-5.1600,0.5815,-4.9949,-7.2152,2.5822,0.4521,-3.3822,-1.4162
8.140,-4.2647,0.7695,-3.8853,-8.5909,-0.2436,-2.1960,0.3916,-3.9268
8.144,-2.3096,-0.7394,-3.3717,-8.0066,0.4383,-4.4916,1.9539,-3.5725
8.148,-2.8703,-2.0635,-0.8822,-6.1117,-2.7135,-6.8361,3.1396,-4.5496
8.152,-1.3494,-2.5445,-0.2668,-5.4407,-6.0979,-5.9094,6.7681,-7.3308
8.156,-1.9908,2.3988,3.3443,-5.1308,-5.3360,-7.1828,5.0510,-8.0119
8.160,0.2745,3.0583,3.2901,-2.9858,-3.2927,-9.2280,6.2017,-9.2763
8.164,-0.5974,7.3232,4.3433,-0.0493,-3.4166,-8.3519,5.1748,-11.2736
8.168,2.4859,7.1937,4.8274,-3.0076,-3.5223,-8.7752,4.3123,-10.8422
8.172,3.9448,0.7914,5.4707,-4.0633,-6.5436,-9.0386,1.3502,-10.9808
8.176,4.6795,-1.7244,5.8788,-4.6921,-9.0948,-10.3651,-0.7889,-10.1910
8.180,6.5589,-2.9121,7.3249,-3.0611,-7.2882,-9.3778,-3.4161,-5.7730
8.184,5.2692,-3.1937,6.9173,-0.4411,-7.0674,-10.6424,-4.8398,-4.7071
8.188,3.7566,-4.3010,4.2586,3.1988,-8.2819,-9.0433,-9.7145,-2.7275
8.192,3.1386,-4.7366,5.9503,2.7439,-6.6307,-5.0813,-13.4257,1.6651
8.196,0.1266,-3.7106,0.7429,5.7841,-5.1338,-3.9814,-15.2853,4.4480
8.200,0.3591,-3.9156,0.3247,5.9103,-3.5118,-2.8095,-12.4307,3.4550
8.204,1.9597,-4.0984,-2.9490,3.3039,-1.2904,-3.9160,-16.4092,3.1927
8.208,2.6452,-2.7958,-2.7865,6.5707,2.8348,0.2634,-18.1255,8.4494
8.212,1.0661,-3.6371,-2.8194,6.1417,1.1676,1.5065,-13.6549,8.0893
8.216,-1.4621,-3.7937,-5.9039,4.2731,0.5448,3.2374,-11.8966,5.8396
8.220,-1.8401,-5.5429,-4.0164,4.8003,5.1965,5.7773,-10.7158,4.9981
8.224,-2.6932,-0.5950,-5.9411,3.8450,3.9859,7.2906,-7.4602,3.3419
8.228,-2.2907,1.1804,-5.8780,1.5298,3.1817,8.5477,-5.4188,1.4758
8.232,0.1075,3.5347,-5.0856,0.0957,2.8828,12.3383,-3.5183,1.4539
8.236,-0.1823,1.1561,-2.5403,-2.1814,3.7044,11.4027,-0.4710,-1.2887
8.240,1.3627,1.2836,-4.3798,-4.7803,0.8238,10.9234,7.5229,-5.7299
8.244,-1.4818,3.2528,-5.2511,-3.8122,3.7464,10.6292,7.7215,-7.5926
8.248,-1.2580,5.9678,-5.7979,-6.5207,0.1615,8.4475,8.7077,-10.8778
8.252,-0.4393,5.0926,-4.1383,-6.2437,-0.5256,3.9477,9.0779,-14.7776
8.256,1.7846,5.2372,-0.2739,-4.7908,-2.2808,2.2166,8.4819,-14.8844
8.260,0.4650,3.3750,2.6759,-6.3213,-3.8058,-1.1765,7.5554,-14.9027
8.264,0.5960,5.7622,1.0269,-5.8671,0.1983,-2.3804,4.9917,-15.9441
8.268,1.1799,6.0394,3.3148,-7.7166,-7.0682,-4.0528,3.2823,-15.1277
8.272,-3.6209,3.1282,3.4609,-7.5794,-6.2281,-1.1284,-0.2541,-15.8113
8.276,-3.9327,-0.5654,0.9403,-4.9396,-5.8420,-2.2850,-2.0318,-16.5306
8.280,-5.7805,-0.1869,1.3757,-3.8640,-6.0628,-2.5392,-2.5420,-9.3530
8.284,-5.7525,-1.6361,-3.3990,-4.3759,-8.4849,-2.2949,-1.8621,-12.5220
8.288,-6.1231,0.4888,-3.5187,-4.0687,-7.2559,-2.7838,-4.7136,-7.0411
8.292,-7.8821,-1.0824,-6.9857,-1.9375,-9.6583,-2.5448,-6.8657,-4.0129
8.296,-5.0211,-1.1794,-8.4093,-4.2106,-7.3977,-0.5826,-11.6972,-2.4849
8.300,-4.6145,-3.3783,-9.1605,-2.2841,-7.0043,-0.3625,-16.4679,1.4551
8.304,-4.3295,-3.5234,-10.9117,-1.8248,-7.6548,2.6026,-15.4065,5.1292
8.308,-6.3418,-3.2346,-9.6091,-1.0604,-7.0777,0.7473,-17.8201,4.5254
8.312,-7.6783,-0.3990,-9.4315,1.9256,-7.3067,4.5622,-15.1601,2.4969
8.316,-7.3886,2.2071,-9.9179,-0.8197,-2.6767,6.4748,-13.4323,1.4111
8.320,-8.7826,0.2921,-9.4859,-2.5783,-1.8409,7.3069,-12.1336,0.2588
8.324,-8.5830,0.9943,-8.0140,-0.2291,1.4935,8.6206,-11.2508,3.9051
8.328,-7.7885,1.7110,-4.9266,-0.5159,0.6055,9.5955,-7.5817,0.3586
8.332,-7.0323,-0.1372,-8.6520,2.5352,-0.5071,10.9674,-5.6687,-0.9807
8.336,-6.6496,4.1127,-7.7709,-1.6014,-0.0455,8.8011,-3.5840,-3.4506
8.340,-4.2960,7.6439,-6.7965,0.3540,-1.8579,8.9321,2.4124,-3.1383
8.344,-0.3518,7.4067,-1.7138,-4.7131,-3.4907,6.7165,5.0700,-7.0385
8.348,-1.2807,7.2672,0.7806,-4.3227,-3.6940,1.9293,5.3655,-9.8144
8.352,-1.7054,8.5680,-0.3354,-5.0590,-5.3269,3.0260,4.9727,-12.7554
8.356,1.2506,10.9639,1.7459,-3.9064,-7.4646,-0.3045,7.8368,-12.4408
8.360,4.4522,10.4967,3.0386,-3.0951,-7.7088,1.2835,5.0863,-12.5443
8.364,3.8844,10.9585,3.8652,-0.9582,-4.5730,0.8856,3.7903,-12.5569
8.368,3.7941,9.2613,3.5046,-1.4450,-9.3146,-0.2499,1.9476,-11.1342
8.372,4.4130,8.6724,5.6465,0.8053,-9.7633,1.6129,2.2502,-14.0290
8.376,4.4325,6.2176,5.4171,1.2276,-13.3786,3.2230,0.0279,-12.0149
8.380,3.0060,3.9370,3.9990,6.0008,-14.3205,1.7279,0.4301,-9.1488
8.384,4.4082,2.9053,3.5471,8.0228,-15.0007,1.7731,-1.9563,-6.7368
8.388,2.1522,0.7365,1.9384,7.1292,-14.7629,1.4077,-6.6751,-4.5401
8.392,0.9939,-0.7945,0.0418,9.7672,-12.7973,1.5311,-8.0778,-1.7418
8.396,-0.4832,-1.7814,-2.2353,10.1791,-14.9743,-0.0056,-10.6671,1.2401
8.400,-1.0991,-2.3986,-4.3632,9.7262,-15.3153,-2.1458,-11.4609,2.1323
8.404,1.0402,-4.0071,-3.7382,6.1440,-14.3762,-0.8837,-13.0874,2.4961
8.408,2.2216,-4.3411,-4.4024,6.5558,-15.7808,-0.7896,-12.4189,4.6146
8.412,2.9120,-3.3129,-0.5404,8.5856,-12.4517,2.9456,-12.3953,4.6436
8.416,2.9852,-3.7086,-1.6604,7.3764,-9.7555,6.8997,-8.2675,5.2554
8.420,2.6796,0.0572,-4.6303,6.0122,-7.7055,3.7527,-5.4503,6.3393
8.424,1.0982,-0.3643,-2.6910,6.6747,-4.0029,4.2102,-2.2831,4.2737
8.428,0.2730,1.3311,-1.5710,6.4625,-0.3853,6.9792,3.6567,1.5078
8.432,-1.3341,1.2530,-5.8197,3.3119,1.7277,7.9744,6.1338,4.3280
8.436,0.5918,3.5700,-5.4168,0.9603,1.5011,8.6530,6.2573,-0.1714
8.440,0.4289,6.0227,-7.0256,1.6716,2.0956,6.8213,9.2600,-6.6567
8.444,1.2208,5.7217,-6.1942,2.2579,1.7476,5.4356,14.0650,-10.1857
8.448,0.5268,6.5211,-3.1764,1.2477,-0.4773,5.1444,12.6650,-11.0087
8.452,1.7534,5.1956,-3.1392,0.7153,-0.3876,5.5870,12.6246,-13.0719
8.456,2.1952,5.0466,-1.1669,-1.9312,1.8591,2.5943,13.8962,-16.6135
8.460,4.1613,3.9142,-2.9486,-4.5151,-0.5030,-0.4369,14.4934,-15.0207
8.464,4.7190,0.8669,-1.1811,-4.3760,-0.7382,1.4174,13.0274,-15.2289
8.468,6.4787,0.5506,-2.0209,-1.1475,-2.2909,-0.6526,9.4580,-14.5493
8.472,7.5048,3.1528,-0.4617,-3.4187,-5.1675,-1.4551,8.6763,-12.3701
8.476,8.5601,1.8713,1.7933,-2.8664,-5.4362,-0.3670,6.7493,-10.4167
8.480,6.4146,3.6493,2.4383,-4.7237,-4.2816,-0.7835,3.6755,-8.3622
8.484,8.5204,2.7261,2.5876,0.2484,-2.4356,-5.7327,0.0163,-6.3255
8.488,4.8783,-0.7011,2.8156,-0.2647,-4.2968,-6.9141,-2.6534,-3.8935
8.492,3.3499,-1.0306,3.0780,1.5714,-6.5701,-5.9987,-7.6946,-1.1973
8.496,1.1900,-1.4014,2.4362,-0.1454,-7.6317,-6.2104,-8.6009,1.2517
8.500,-0.7685,3.0154,5.2816,1.3525,-5.6175,-6.8653,-9.1966,4.2568
8.504,-1.6549,1.9771,5.6769,-1.5523,-7.6655,-5.3332,-9.3919,5.6915
8.508,-0.4988,1.8861,3.8658,1.3761,-10.5008,-2.8752,-11.0594,2.4186
8.512,-0.3936,1.0188,4.8591,2.0707,-8.2848,0.5930,-7.4324,1.6569
8.516,2.9502,6.2383,5.5822,3.8316,-6.2860,3.6368,-7.3453,2.1865
8.520,2.8660,5.7965,3.7552,0.2055,-3.0885,6.2458,-3.5021,-0.8822
8.524,2.6210,6.6724,2.8641,1.2084,-2.3913,9.2545,-2.6736,0.1529
8.528,6.3710,8.5155,1.3317,-1.6057,-2.1901,12.5637,0.0946,0.5454
8.532,7.8809,10.1192,-1.0898,2.0654,-0.8974,11.6300,2.7445,-0.1192
8.536,7.2422,11.7964,-0.4516,0.2061,-1.6397,11.9595,6.5901,1.7835
8.540,4.9564,9.6457,-3.9098,2.8014,-1.2089,15.4099,12.5898,-3.5343
8.544,3.8988,5.7980,-2.9339,1.8324,-1.7619,17.2472,16.8020,-6.2907
8.548,7.4018,10.5673,-2.7021,1.9541,0.0215,17.5902,18.6270,-6.6112
8.552,5.6886,7.8080,0.2337,2.1157,-3.3660,16.2244,16.6769,-10.8143
8.556,8.2028,9.5697,-0.3827,-0.3142,-2.0258,15.7860,19.3066,-13.1128
8.560,9.8633,9.5307,-1.8776,-0.7981,-4.8537,15.6512,21.7965,-14.3717
8.564,11.6499,11.2541,1.4109,-0.3590,-6.7558,14.0068,20.9792,-11.9484
8.568,10.4434,9.8781,2.8699,-0.9997,-4.3773,14.1700,17.9675,-10.8977
8.572,9.3344,4.9550,0.9640,-0.2615,-5.6117,10.4890,15.2631,-10.5015
8.576,10.7537,5.6757,2.5156,1.2340,-6.0093,7.9290,9.7477,-9.4403
8.580,7.1901,3.7821,3.5014,1.4600,-3.6724,7.8409,7.2832,-7.0332
8.584,7.8748,6.8074,0.7232,1.7494,-4.8814,5.0753,2.5772,-7.5557
8.588,6.1975,6.1894,0.3822,3.4501,-2.5732,6.7091,-1.2495,-5.6990
8.592,4.2341,6.8393,-3.9573,2.4247,-1.9128,5.7348,-1.9256,-5.8210
8.596,2.5472,5.3918,-2.6652,3.0232,-3.8025,3.0669,-6.4114,-3.0455
8.600,-0.9243,2.3984,-3.3968,3.9712,-5.3313,0.5275,-5.7502,-4.2077
8.604,-3.4014,1.7522,-3.1464,3.3508,-7.4741,4.4975,-3.9866,-0.6673
8.608,-2.9284,-2.4440,-0.8555,3.7900,-4.8774,5.6055,-8.0312,2.5794
8.612,-2.7866,-4.4896,-0.6334,3.6542,-2.5516,4.8398,-5.9194,1.6276
8.616,-2.0793,-8.1257,-4.8873,6.6269,-4.5719,6.1894,-6.4455,0.2450
8.620,0.4531,-8.3650,-7.0666,5.9047,-4.8412,9.4949,-3.5226,0.0211
8.624,3.6378,-8.7158,-5.6781,2.6786,-7.1127,8.7195,-2.4474,-4.6831
8.628,3.0968,-5.3370,-6.5594,-0.1420,-4.1547,11.1162,-0.9682,-5.3787
8.632,2.2625,-4.3034,-6.3594,1.9803,-3.8483,13.1680,1.7749,-4.5692
8.636,2.0868,-4.9144,-2.8775,-0.3491,0.1745,12.8068,6.1789,-4.5588
8.640,-0.6726,-3.9177,0.4670,-3.1020,-0.7942,13.3001,10.9567,-6.5678
8.644,-2.4994,-3.4437,0.5491,-2.0515,2.0349,12.2465,14.4522,-11.3110
8.648,-1.5322,-4.1319,1.6807,-1.2259,3.8649,11.1564,16.2164,-15.5485
8.652,-0.7627,-3.9716,1.7913,-1.3475,3.8140,10.8883,17.8099,-19.8471
8.656,-1.4566,-7.2163,1.6734,1.1387,4.9887,11.2286,15.3886,-19.7626
8.660,-2.5565,-5.2985,-0.2308,2.6084,2.2105,12.9490,16.8655,-20.1186
8.664,-0.7223,-7.7267,1.9087,-2.5448,-0.1000,11.0918,15.0574,-18.7274
8.668,0.6724,-7.8522,-0.0211,-4.0231,-1.5119,12.1106,14.9706,-15.9638
8.672,0.2472,-5.3916,2.0051,-4.5370,-1.8987,10.3915,10.3499,-15.5945
8.676,2.2902,-5.0141,4.9611,-5.8806,-3.5835,6.0225,9.0338,-12.4914
8.680,3.9308,-4.2519,3.8959,-7.0786,-4.2311,5.2453,9.3629,-9.5472
8.684,3.9743,-8.6254,6.5561,-2.8280,-6.0082,3.1126,4.5737,-9.8833
8.688,1.0122,-10.9319,5.5134,-4.1419,-4.7966,1.2540,3.1533,-4.1915
8.692,-0.1873,-6.4987,5.2909,-5.8178,-6.3563,1.5755,-1.3864,-0.8141
8.696,-4.8697,-8.7229,7.2048,-5.0176,-10.4372,2.1691,-6.2591,3.1838
8.700,-6.4473,-4.0360,5.2548,-0.7710,-10.2401,0.7483,-6.1777,4.5181
8.704,-5.6886,-0.5194,3.0436,1.3746,-10.2484,3.5306,-5.9907,6.1665
8.708,-8.5746,-2.0795,1.5174,0.1736,-10.0481,5.0783,-8.3711,7.1486
8.712,-4.5106,-2.5639,2.3908,2.9405,-9.7575,4.9748,-6.4225,10.3622
8.716,-2.1709,-3.8068,1.6429,3.6980,-7.7657,5.9643,-8.8505,11.5789
8.720,-0.8151,-3.9206,-0.8313,1.6531,-7.1686,8.2652,-8.7145,11.3540
8.724,-0.3695,-1.6101,1.8467,1.8953,-4.4220,9.7821,-4.2854,9.6793
8.728,-0.3875,-3.5668,2.0950,4.1564,-2.2302,10.3604,-2.9751,4.5629
8.732,2.8304,-3.4478,3.9526,-0.4938,0.6451,10.1088,-0.3562,4.1306
8.736,2.2451,-0.5409,2.7401,-2.6368,0.6591,11.1638,2.0285,4.8878
8.740,1.9177,5.3328,3.9528,-4.3042,-0.5109,12.2890,2.9675,1.0343
8.744,2.0058,5.8789,1.2748,-5.4685,0.0089,9.5078,7.1076,-0.5285
8.748,3.6749,6.4920,-0.8463,-2.8109,-0.3987,8.1605,10.6467,-6.2157
8.752,2.6841,8.6568,4.0240,-3.1103,-2.9731,7.4867,13.5604,-5.6383
8.756,2.8385,8.5639,1.6840,-4.8937,-3.5696,8.0665,14.6923,-7.9313
8.760,-0.0366,8.0373,4.3913,-2.9057,-1.9290,5.4593,12.7532,-7.8988
8.764,0.8478,7.4727,4.4438,-3.4439,-2.1291,8.1654,12.7490,-6.6840
8.768,-0.1119,5.5656,5.0854,-6.4872,-0.0827,5.3414,12.2459,-6.6679
8.772,-0.2136,5.4055,3.5311,-4.2771,1.2269,4.9059,13.5137,-1.6527
8.776,1.2659,5.4573,6.3735,-3.8165,-1.2069,4.0843,14.4281,2.4103
8.780,0.2249,3.1609,8.2877,-2.9181,-0.2252,3.4745,9.6454,2.3579
8.784,-0.7585,3.4373,7.4178,-3.6713,2.0256,2.5615,3.0692,5.8727
8.788,-1.2249,0.6954,9.7640,-2.4972,-0.8138,0.5124,0.3792,5.7608
8.792,-1.6463,1.2212,8.4168,-0.5964,0.4486,-5.7617,-0.9153,9.8806
8.796,-2.9737,-2.0256,6.8225,3.0705,0.7004,-5.7214,-1.9468,8.3451
8.800,-4.2223,-3.6947,0.6774,6.0379,-3.3265,-5.4047,-5.2694,9.7318
8.804,-2.2416,-2.8152,4.1836,9.1735,-5.5367,-4.8168,-6.3431,9.6337
8.808,-3.5159,-1.0216,1.2391,8.6179,-4.6090,-4.1012,-6.9437,11.9084
8.812,-1.5177,-4.6741,-0.5954,7.4028,-4.9506,-5.6167,-9.2321,12.1063
8.816,-2.7451,-1.6259,0.8079,10.8127,-3.2423,-3.9361,-7.7904,12.8549
8.820,-2.7748,-1.4836,-0.6167,7.1998,-1.9081,-5.8574,-7.0384,9.8131
8.824,-4.4830,-1.3962,-0.3220,7.4253,0.8367,-4.5925,-7.4934,10.6578
8.828,-2.3713,0.8243,-0.5076,9.6804,3.2341,-3.5601,-0.3856,7.3532
8.832,-1.4645,4.5633,-1.5359,9.2308,3.0006,-2.6970,0.1638,4.8874
8.836,-2.1304,7.7031,-4.0589,8.6760,4.2537,-1.9796,0.4016,2.3280
8.840,0.7097,8.1851,-1.4355,7.3764,6.9960,-0.2913,3.6256,0.0747
8.844,-0.5319,5.8460,-2.3120,5.6543,6.9961,3.4857,6.4597,-2.7603
8.848,-0.2292,1.5543,-3.0139,8.5378,8.8288,6.7798,7.0151,-3.9039
8.852,1.7470,4.2427,-2.3236,7.1609,8.1832,6.1090,6.2709,-4.2535
8.856,-0.4463,3.5733,-2.1741,7.6481,6.2605,9.7909,5.5268,-1.3539
8.860,-1.1556,2.2251,-0.7241,8.2450,2.9026,11.8637,5.3197,-2.2094
8.864,-0.0303,0.8257,3.8331,5.9053,3.5319,14.6384,3.7700,-3.7336
8.868,1.3213,0.1442,5.0693,7.3847,3.9280,9.4127,3.8105,-1.6084
8.872,1.5936,-0.0039,3.7042,6.5869,3.8631,8.1769,1.0496,-1.1425
8.876,4.2547,0.2372,6.0081,8.4079,4.4635,4.0019,-3.2253,2.1922
8.880,1.9534,0.4024,4.9184,8.0142,0.5991,1.9307,-6.0348,3.1559
8.884,1.1059,-0.1955,3.1342,7.7009,0.0827,-0.8999,-10.3867,4.4738
8.888,-1.5415,2.5983,2.4024,9.4366,-0.9514,1.7254,-15.2894,7.9599
8.892,1.7258,-0.3506,3.8313,6.9124,-2.7208,-0.0452,-16.5137,7.8344
8.896,0.4777,-0.5366,3.7706,7.5328,-3.6335,-2.6365,-13.9544,9.8678
8.900,-1.9008,-4.2509,5.1185,8.3527,-6.0478,-0.6947,-11.0794,7.8967
8.904,1.4773,-4.4368,1.9769,9.5016,-8.4501,-3.8502,-10.9806,9.9777
8.908,-1.4624,-3.5557,1.6711,8.6114,-7.5178,-3.6970,-9.3993,12.1281
8.912,-2.8635,-0.9753,4.1413,10.2445,-6.2664,-4.4194,-10.0545,10.7987
8.916,-2.2382,-0.5921,3.9459,10.6743,-4.3972,-5.5311,-7.8971,10.7788
8.920,0.0211,0.6536,5.0760,10.9777,-4.9999,-5.7916,-5.2008,7.7905
8.924,-1.4124,0.3394,5.5762,12.8560,-2.4999,-4.2029,-2.3538,8.8722
8.928,-4.5366,-0.6895,5.5695,10.9921,-1.3137,-3.9713,2.4930,8.2633
8.932,-1.2459,2.0509,4.4408,9.5981,1.2605,-3.7292,6.3065,5.3899
8.936,-1.1719,3.5328,3.4639,11.3204,3.1406,-1.3674,5.6481,4.1491
8.940,1.4559,4.6917,0.1453,11.3832,6.6060,2.0181,8.6117,-0.2815
8.944,-1.4124,5.4994,-1.3911,9.8882,6.7361,0.2970,9.5648,-2.6264
8.948,-0.6318,5.2406,-1.2340,8.0442,4.7783,5.0069,13.6086,-7.2452
8.952,0.6497,5.7609,-2.9062,6.5395,7.2779,5.5534,14.5597,-11.6516
8.956,2.6879,8.9143,-3.2437,5.6655,6.7125,7.0239,13.7426,-12.2456
8.960,0.3153,8.4454,-1.6769,2.5915,9.9157,6.7815,13.6993,-9.3386
8.964,0.7148,9.7449,-2.8816,1.7271,7.9142,7.7736,15.8327,-11.6176
8.968,-0.3652,12.4011,-0.8697,2.7279,9.7110,8.4905,12.9610,-8.9264
8.972,-5.0687,10.3719,0.0484,3.1078,9.0132,5.8852,12.3382,-8.2009
8.976,-6.6562,8.2312,-1.9031,4.5867,6.8600,4.3962,8.4540,-9.4210
8.980,-7.1588,10.8203,-0.7411,4.0972,7.7489,2.4066,6.6805,-3.9326
8.984,-9.6474,8.6904,0.2379,2.5998,5.7988,-1.1755,3.0070,-1.9621
8.988,-7.8315,5.1175,-2.8977,5.9505,9.0883,0.1007,-1.6670,-0.3173
8.992,-6.3425,3.4989,-3.7284,5.8789,5.6213,-1.8244,-4.5237,1.1268
8.996,-6.6877,-0.2560,-1.6263,7.0431,5.0307,-2.4140,-5.4128,2.3122
9.000,-8.9367,-1.9634,1.1672,9.9695,-0.3656,0.1175,-3.7034,2.2423
9.004,-12.5092,1.1966,0.7192,10.2929,-1.1907,-1.5721,-6.2865,5.1431
9.008,-9.2000,1.0518,-0.5291,7.6430,-4.6108,-2.4160,-3.2673,3.2584
9.012,-7.6474,0.5100,1.6243,7.7720,-6.2673,-4.5831,-1.6360,3.3922
9.016,-6.4670,-2.2188,1.3877,6.7842,-5.2342,-6.5551,-3.3623,4.9746
9.020,-6.5423,-1.1233,-1.8935,4.4292,-5.6657,-6.3068,-2.7723,3.0304
9.024,-4.4316,-3.1410,-1.4578,6.8185,-7.4544,-3.0142,-2.2338,3.2125
9.028,-5.8470,-0.0748,-1.1406,4.1015,-6.5453,-3.4118,-4.2054,0.3016
9.032,-4.9966,1.0910,-4.5844,6.9534,-6.8203,-3.8714,-1.3488,-1.3861
9.036,-6.1836,1.5018,-5.2130,5.3337,-3.3320,-3.5583,1.0698,-3.8393
9.040,-1.7580,3.6481,-6.0655,4.0868,-6.3966,1.6043,3.5688,-5.0312
