time,Fp1,Fp2,F3,F4,C3,C4,O1,O2
8.768,-7.2426,-5.8902,-5.3920,-4.8929,-5.9408,-4.3932,-3.4308,-2.5669
8.772,-7.0467,-7.2518,-6.1713,-6.0220,-3.7733,-5.5416,-5.0319,-3.4495
8.776,-7.9573,-8.8606,-7.5461,-7.4723,-8.2765,-7.6966,-5.5673,-4.3344
8.780,-9.0731,-9.4351,-7.9292,-7.2180,-7.3355,-8.5634,-7.1708,-6.8153
8.784,-9.5562,-10.1754,-10.1034,-7.6452,-6.7189,-8.0629,-5.5791,-4.8858
8.788,-8.3406,-9.8906,-7.6386,-7.9120,-5.0173,-5.3079,-5.6443,-4.5975
8.792,-8.3437,-7.9439,-7.3805,-8.8565,-7.3549,-6.2174,-5.1801,-3.7446
8.796,-8.1102,-8.2733,-7.7126,-7.0210,-3.6717,-3.7707,-2.8391,-2.9556
8.800,-7.5655,-7.3990,-7.3127,-5.9657,-2.0196,-2.0154,-1.9979,-1.5343
8.804,-7.5756,-7.0639,-6.8005,-5.3751,-0.5235,0.0161,-1.1034,-0.4892
8.808,-5.4924,-6.0518,-4.2713,-3.8314,0.6545,-0.4816,1.3337,1.2489
8.812,-4.9953,-4.8614,-4.1722,-4.6223,2.2969,0.4324,1.7013,2.1835
8.816,-5.0363,-3.9081,-3.5565,-3.5305,0.5059,1.4480,2.2945,2.1010
8.820,-4.2176,-5.1763,-2.2712,-2.7421,1.6727,1.1510,2.8545,2.0371
8.824,-4.2015,-3.1315,-3.0007,-2.7833,2.4320,2.2848,1.7579,2.3336
8.828,-5.1685,-2.9240,-3.1336,-2.2421,0.9365,1.9200,2.7350,3.0833
8.832,-2.6286,-3.1673,-1.8989,-1.1683,0.9310,1.3565,2.1135,2.2159
8.836,-3.2460,-2.2509,-0.8464,-0.7768,1.1995,1.7573,1.6775,2.1033
8.840,-0.9791,-2.2461,-0.8838,0.6311,0.9768,0.5835,2.3207,2.4300
8.844,-0.0451,-0.8802,0.2249,-0.4401,1.0013,1.2338,2.2704,2.0614
8.848,1.0897,-1.6046,0.3467,1.3148,1.8304,2.2869,0.0837,0.9719
8.852,-0.5762,0.8626,-1.1900,2.6813,1.8620,1.4181,-0.0151,2.1933
8.856,0.3020,-0.5558,1.7266,1.2814,0.6405,0.3643,1.0803,2.1879
8.860,-0.0559,0.2108,2.9025,3.0372,0.0552,0.2202,-0.4336,0.2862
8.864,0.7795,0.6239,0.9419,2.7636,-1.4667,-0.4167,-0.3306,-1.7572
8.868,0.0198,0.5329,1.1009,1.0775,-3.0467,-1.7766,-1.5232,-2.7958
8.872,0.2222,0.9252,2.0212,2.6250,-1.7911,-1.8810,-2.9145,-0.6915
8.876,0.0278,-0.4536,1.1555,0.3898,-3.8521,-2.2264,-2.7403,-2.5293
8.880,0.1921,1.1847,0.7644,1.5626,-2.5396,-3.2350,-1.2269,-1.4752
8.884,-0.4259,0.7279,0.9293,0.5389,-3.4087,-3.4175,-1.7315,-1.0294
8.888,0.8186,0.3833,-0.0748,1.1801,-2.7589,-2.5211,-0.7282,-1.3808
8.892,-0.2027,0.6591,1.9148,0.2254,-2.0561,-1.4580,-0.8018,0.4169
8.896,0.7924,-1.1358,0.5886,0.1999,1.3868,0.0699,-0.8054,-0.9482
8.900,-0.0907,0.1581,1.7866,2.1514,1.2823,1.2712,0.4506,0.5487
8.904,-0.3074,-0.3855,0.0836,2.3559,2.0645,1.2585,2.2498,2.0155
8.908,-1.0230,-0.0469,1.3485,1.5668,0.6856,1.9716,2.1145,2.0430
8.912,-0.6696,-0.4185,0.5461,-1.2351,3.1952,3.1552,3.7912,3.0951
8.916,-2.0918,-1.7493,-1.5050,-1.4887,3.0492,4.0302,3.9146,4.1264
8.920,-2.3789,-1.9425,-1.7898,-2.8701,2.8429,3.0016,4.8663,3.1208
8.924,-3.7784,-4.2069,-2.4526,-1.7125,0.9348,1.3217,2.7416,2.3427
8.928,-3.6683,-5.2660,-3.0142,-3.1726,1.0804,0.9803,1.9777,2.2579
8.932,-5.5936,-5.7132,-6.4135,-4.8541,0.5051,1.1530,1.1601,0.8488
8.936,-6.6894,-8.1042,-4.4023,-2.6913,-0.9409,-0.3291,-0.4533,1.2794
8.940,-7.0748,-7.1962,-3.3767,-5.1468,-3.1087,-0.9590,-1.3124,-0.9129
8.944,-7.0714,-7.2777,-7.4139,-6.8871,-2.0945,-1.6398,-1.2805,-0.5722
8.948,-7.2867,-7.3484,-7.9746,-5.1222,-3.7434,-2.8776,-3.6465,-2.2984
8.952,-8.0198,-6.8742,-8.2485,-6.9994,-4.0740,-1.0866,-2.7566,-1.6586
8.956,-10.0273,-9.7098,-6.7542,-7.1870,-2.6486,-2.1442,-3.5305,-2.3706
8.960,-8.8523,-8.4493,-7.0887,-5.8632,-4.6639,-4.7461,-4.6962,-4.0222
8.964,-9.4689,-10.0066,-8.3553,-5.7315,-5.5366,-4.5716,-4.3284,-2.9821
8.968,-9.0731,-7.9007,-7.9022,-6.5052,-6.2174,-4.3844,-5.4353,-5.0035
8.972,-9.8615,-8.5178,-7.1730,-8.5173,-7.3790,-6.0664,-7.8885,-4.4560
8.976,-8.6557,-8.9851,-5.9208,-6.2735,-7.0322,-5.3171,-7.6565,-6.3981
8.980,-8.2629,-7.7840,-7.8759,-7.8245,-7.7404,-7.6074,-5.1946,-6.2537
8.984,-7.7425,-8.6107,-4.7849,-6.1879,-7.0008,-7.0027,-3.4935,-5.5762
8.988,-7.0778,-7.2495,-4.6812,-5.7570,-5.0415,-4.5457,-5.4674,-3.7685
8.992,-6.5457,-6.1933,-3.3744,-3.3253,-4.5387,-2.6655,-3.5234,-4.1034
8.996,-6.0577,-3.6688,-2.8791,-2.8117,-2.5278,-1.7133,-2.4920,-1.5002
9.000,-3.1634,-1.6624,-0.7567,-0.9551,-1.4509,0.1085,-0.4506,-1.3959
9.004,-2.5174,-1.4641,-0.7395,-0.9436,1.8639,1.9262,1.8766,1.8069
9.008,-1.2681,0.1650,1.3215,-0.6980,3.0404,2.1249,3.4841,0.4497
9.012,0.0718,0.8158,1.6568,2.4524,3.1464,4.5784,3.3314,2.7668
9.016,-0.1721,1.6861,1.7315,2.3102,4.7511,5.4427,4.1054,6.3551
9.020,-0.0536,1.3693,3.3760,4.2135,2.8782,3.7975,5.0389,4.8932
9.024,1.4358,0.3004,1.6352,2.8339,3.9001,4.5968,5.8164,6.2425
9.028,2.2468,0.9206,3.7100,4.0138,2.1114,3.3932,4.0894,3.0712
9.032,-0.2318,-0.4458,2.8619,2.6638,1.8731,2.4607,3.3170,4.5439
9.036,1.8049,2.1380,1.5439,1.9320,3.6086,3.6201,3.0804,4.9307
9.040,1.8218,1.6133,4.0946,2.3897,1.0392,1.9800,2.8420,3.2496
9.044,1.1146,2.5670,2.6747,4.2949,2.7001,1.5082,3.8217,3.3456
9.048,1.4301,1.0829,2.4380,2.7067,2.2476,1.4045,2.3523,0.7239
9.052,1.6111,0.8407,1.7298,2.5216,2.1764,1.7683,0.7875,2.0873
9.056,1.0087,-0.0489,0.7613,3.3455,0.3296,1.5767,0.7824,0.7776
9.060,-0.3383,0.9896,1.8769,2.1496,0.6860,-0.5673,-1.9258,-2.5306
9.064,0.2932,-0.2522,1.1435,0.8842,-0.6936,0.1208,-2.1618,-2.0919
9.068,-0.7991,-0.8395,0.1267,-0.9874,-1.8545,-2.4271,-3.4103,-1.5720
9.072,-3.9895,-2.8597,-0.8162,0.2454,-3.4959,-3.2085,-2.4874,-2.4067
9.076,-4.5733,-2.4231,-2.8188,-1.2025,-3.6716,-4.3244,-3.8103,-4.6331
9.080,-4.8383,-3.8363,-3.7115,-2.5796,-5.1355,-4.3021,-4.8632,-4.3496
9.084,-3.9380,-5.7334,-4.1018,-3.1252,-5.5602,-5.7451,-3.6489,-5.1341
9.088,-5.4702,-5.4765,-4.5302,-3.7742,-4.6271,-5.5222,-4.3758,-4.4203
9.092,-4.9621,-5.6619,-5.0986,-4.3548,-3.9104,-3.0986,-3.1121,-2.5909
9.096,-6.2329,-6.1430,-3.9245,-3.7902,-4.3665,-2.5687,-3.9562,-2.3369
9.100,-6.0313,-5.9373,-5.1869,-4.4374,-3.2053,-2.3541,-1.4934,-2.0736
9.104,-6.5297,-6.2550,-6.9390,-4.5178,-1.0611,0.3766,-0.7574,-0.6515
9.108,-5.7167,-4.2665,-3.7395,-4.5928,1.0543,1.1003,0.6075,-1.2358
9.112,-7.0161,-7.6705,-4.8758,-5.2959,0.4886,2.3135,-0.0205,-1.0894
9.116,-6.4684,-6.8756,-5.9671,-4.0049,1.7288,1.2733,0.9222,-0.1209
9.120,-4.7703,-5.7234,-6.1551,-3.9660,-0.3216,0.1390,0.0540,-0.2357
9.124,-6.6290,-7.2931,-5.6305,-3.5676,-0.0883,0.6668,-0.0044,0.5525
9.128,-6.4243,-8.7418,-7.5051,-5.2928,-1.7253,-1.9312,-0.1572,-0.9144
9.132,-8.6036,-7.7815,-4.5386,-5.8917,-1.7282,-0.2912,-2.1120,-0.5609
9.136,-6.2964,-7.3920,-6.1075,-6.0066,-2.4844,0.0198,-0.8501,-2.3167
9.140,-7.5193,-6.8906,-6.6435,-5.4427,-2.2943,-2.3649,-1.3600,-1.6045
9.144,-6.8676,-5.9973,-4.3256,-5.5768,-0.4984,-1.2220,-1.7486,-2.0850
9.148,-5.4614,-7.3598,-5.0593,-4.6388,-1.3414,-2.4536,-0.8705,-0.9015
9.152,-5.8038,-5.8259,-3.8204,-4.6005,-2.5508,-2.9494,-1.8291,-2.6694
9.156,-5.1436,-4.0206,-3.0876,-3.8890,-2.7559,-1.7572,-1.8122,-1.5127
9.160,-4.7080,-5.0834,-3.1799,-3.3129,-2.1796,-2.1906,-2.2598,-4.0491
9.164,-4.4515,-4.5265,-2.1135,-2.4585,-2.9846,-4.9187,-3.2132,-4.1896
9.168,-3.8546,-3.8436,-3.4542,-3.9608,-4.0513,-2.8518,-2.7709,-5.4798
9.172,-3.4202,-1.9003,-3.0065,-1.7156,-4.1587,-4.2480,-4.5473,-5.5599
9.176,-2.8440,-3.3284,-1.7751,-1.2200,-5.4172,-5.3348,-3.8783,-4.3877
9.180,-3.2473,-2.3277,-1.5966,-0.3200,-5.0233,-4.3020,-3.3548,-4.0567
9.184,-3.7252,-2.0676,-2.3438,0.9389,-5.2630,-4.0892,-2.1342,-4.3848
9.188,-1.2961,-2.1510,0.8958,0.6014,-5.8218,-4.4753,-1.2706,-2.8194
9.192,-0.8825,0.3958,0.3324,1.3503,-2.9395,-1.9605,-1.9817,-0.8616
9.196,0.9668,0.8439,1.4157,2.4427,0.4274,-0.2838,-0.6298,0.2405
9.200,0.5954,1.0383,3.5593,4.6921,0.7747,2.0327,1.8164,1.2877
9.204,3.4889,3.6806,3.8592,4.2922,1.7325,2.9182,2.9001,2.2300
9.208,2.9891,2.8322,4.7113,4.9587,5.0143,4.2361,2.7539,2.8173
9.212,2.1045,3.2858,4.3983,3.9433,2.8103,4.7227,4.6554,4.4027
9.216,4.4543,1.7301,4.1853,3.7991,5.1404,5.7405,4.5492,5.5890
9.220,1.9973,2.1611,4.4835,2.5163,5.4680,3.8543,6.2245,5.7591
9.224,0.5257,2.3926,1.9865,4.7759,4.0658,4.6693,3.5258,2.8274
9.228,1.0512,0.4293,2.0160,2.4031,3.0740,3.3303,3.1539,3.2627
9.232,0.5897,-0.1828,1.3931,2.0618,0.8312,3.6311,2.5683,2.0742
9.236,-0.2449,-0.2444,0.4241,-0.5936,0.6130,0.9944,1.6120,1.6057
9.240,-0.9821,-1.5059,0.4567,1.4468,0.7557,1.6382,-0.5555,0.8019
9.244,-2.4255,-1.4643,0.3012,-0.1323,1.1650,-0.7017,0.5011,1.1172
9.248,-3.3021,-1.5105,-1.7194,-1.6025,-0.9195,-0.0760,-1.1934,-1.1794
9.252,-4.6178,-3.5124,-2.8100,-2.2236,0.0297,-0.2985,-1.3060,-1.2403
9.256,-4.3587,-3.6423,-3.4175,-1.9516,-2.6701,-2.0136,-3.5781,-2.5863
9.260,-4.0493,-5.7054,-2.7118,-3.4129,-4.0882,-0.6919,-3.9468,-4.1039
9.264,-7.2711,-8.5863,-5.6725,-4.8104,-3.5347,-2.5736,-5.5014,-4.3834
9.268,-7.8967,-7.4253,-5.5791,-6.0363,-5.9352,-5.1875,-6.2988,-5.8082
9.272,-7.4140,-7.3794,-7.0971,-7.2838,-4.9499,-6.5627,-6.4851,-7.4580
9.276,-10.1894,-8.6577,-7.6233,-8.2820,-7.2565,-8.2548,-8.3016,-8.1386
9.280,-10.6188,-10.4550,-8.7126,-8.6313,-9.0231,-7.4311,-6.4259,-7.1298
9.284,-10.7026,-8.0302,-7.9530,-7.9323,-7.4788,-7.4684,-6.7658,-7.6308
9.288,-10.4625,-9.8909,-7.9355,-8.0160,-8.7753,-7.4626,-5.6764,-7.2198
9.292,-9.6753,-8.6890,-7.7444,-5.6770,-4.6987,-5.1956,-6.8212,-4.4810
9.296,-7.5607,-8.7576,-7.4663,-7.0193,-3.8588,-4.8122,-3.8936,-4.9256
9.300,-7.4488,-7.1488,-7.5288,-6.2596,-3.5700,-2.4528,-2.2171,-2.4577
9.304,-6.1833,-6.9874,-5.5450,-5.4055,-0.6996,-0.9299,-1.3498,-0.4045
9.308,-6.3305,-6.1064,-4.4680,-4.5583,0.4234,0.0028,-1.3469,0.0929
9.312,-4.8144,-4.6770,-4.7484,-3.6784,0.7489,1.3587,0.0580,1.1325
9.316,-4.9866,-5.3179,-4.1291,-4.1851,0.3192,0.6509,1.6444,-0.5607
9.320,-4.7911,-4.2420,-2.5736,-2.5607,1.7765,1.3499,1.3304,0.4378
9.324,-3.8497,-3.5029,-3.1394,-2.7238,1.5818,0.6025,2.1399,1.7745
9.328,-3.4702,-3.3356,-2.3889,-1.9084,0.8033,0.5504,0.6526,0.3937
9.332,-3.8701,-2.1770,-1.1751,-1.5420,1.4577,0.8651,1.6372,0.3794
9.336,-4.0097,-0.4657,-1.0913,0.0300,-0.4596,0.3702,0.3610,1.0444
9.340,-0.9824,-1.6136,0.5737,0.8638,0.1438,0.0500,0.9535,0.6306
9.344,-1.9935,-0.9066,-0.4375,-0.0207,1.6096,1.0450,1.6998,-0.1637
9.348,-1.6128,-0.0752,0.4148,0.6734,1.6924,0.5478,1.2681,-0.0720
9.352,0.2912,1.0280,2.7599,2.6350,-0.8499,0.3929,0.6516,-1.1793
9.356,-0.8952,0.8314,2.1993,2.2283,0.8775,0.9582,-0.3166,-0.9797
9.360,-0.8460,0.6315,2.9004,2.1803,0.2285,1.2525,-0.2876,-2.3200
9.364,0.7696,0.3714,2.6301,2.3562,-0.7760,-1.7319,-1.1812,-2.1755
9.368,0.8253,-1.0989,2.8877,2.8660,-2.0746,-1.8604,-1.5876,-3.4057
9.372,1.6816,0.5694,2.5978,1.9073,-4.3187,-3.0470,-2.8576,-3.3537
9.376,-0.5050,0.2848,0.7157,2.6813,-4.1008,-5.5689,-4.2833,-3.6598
9.380,0.4339,0.2682,0.4133,2.2641,-2.9327,-3.9773,-3.9435,-3.4612
9.384,-0.6294,0.7629,0.2089,1.5068,-3.6860,-3.8013,-3.2737,-4.2167
9.388,-1.0910,0.5987,1.4984,1.5755,-2.8628,-3.7224,-3.7647,-2.8089
9.392,-0.5774,-1.3321,-0.1109,1.3594,-2.3249,-0.9353,-2.1444,-3.2562
9.396,-0.2148,-1.5141,1.5689,0.3625,-0.7069,-0.2014,-1.2731,-0.8431
9.400,0.4005,0.8717,1.4958,1.5309,0.0291,0.7887,0.9935,0.9561
9.404,-1.2813,0.3514,0.8839,1.6241,1.5542,1.0191,0.6350,-0.4000
9.408,-1.3416,-0.5182,1.3154,0.6609,2.9133,2.6325,1.0240,0.1066
9.412,-0.0733,-1.2614,-0.9654,0.3242,2.8244,3.3869,0.8714,1.0780
9.416,-0.8772,-1.3806,-0.8210,-0.1607,1.9051,3.5672,0.8067,1.0110
9.420,-2.0812,-1.2942,-0.5481,-0.8275,1.9922,3.1624,1.0358,2.1969
9.424,-3.4943,-2.4339,-2.2318,-2.8412,1.2173,3.2638,0.8583,1.3182
9.428,-4.5938,-4.0072,-2.4311,-2.7376,0.2924,0.5625,0.8705,0.4669
9.432,-6.3983,-6.5380,-4.5156,-3.4046,-1.0445,-2.0420,-0.5739,0.0367
9.436,-7.1586,-5.5391,-4.4558,-4.6608,-1.6807,-1.8111,-1.8475,-1.6501
9.440,-7.8055,-6.0992,-5.8802,-4.6926,-1.8291,-2.3144,-3.3904,-1.7985
9.444,-8.0916,-7.5871,-5.5116,-6.0968,-2.5784,-1.1532,-2.5883,-1.5320
9.448,-9.3421,-6.6725,-5.7305,-5.5590,-3.1285,-3.3478,-3.9416,-2.6932
9.452,-9.3415,-7.3742,-5.7391,-6.7916,-2.2413,-4.2353,-3.8773,-5.6148
9.456,-7.2972,-7.4466,-7.4335,-5.9720,-4.6332,-3.2643,-4.5764,-5.3131
9.460,-8.4753,-9.6878,-7.6815,-7.9399,-3.4943,-4.0185,-5.6224,-5.3312
9.464,-10.4878,-8.3533,-8.0123,-7.8462,-6.1929,-4.4215,-6.3043,-7.1577
9.468,-7.8700,-9.5369,-7.7975,-6.3325,-6.1655,-6.0269,-6.5553,-6.6632
9.472,-8.9131,-9.1710,-6.3622,-6.8324,-8.7010,-6.5127,-7.5007,-9.9718
9.476,-9.7228,-9.3964,-7.4306,-8.3550,-8.0134,-7.2043,-6.9461,-7.2960
9.480,-9.3343,-6.8395,-5.5418,-5.9268,-9.2116,-9.0914,-7.1561,-7.4807
9.484,-7.7892,-7.6951,-6.4966,-6.8721,-7.2774,-5.9033,-6.9859,-8.2883
9.488,-7.1237,-5.4366,-3.7903,-5.0962,-6.4860,-5.0457,-4.8633,-6.1867
9.492,-4.4804,-5.8945,-4.5545,-4.4479,-4.5637,-4.2132,-5.2329,-5.2057
9.496,-4.1019,-3.4449,-1.4493,-3.4093,-2.8385,-3.0926,-4.3091,-3.7718
9.500,-5.1303,-3.6093,-0.9852,-2.0030,-1.8728,-1.5854,-1.2515,-1.8434
9.504,-1.2767,-1.2160,-0.8946,-0.1885,2.6078,1.1929,-0.4752,-0.0759
9.508,-0.0808,-0.1406,0.8389,0.7848,2.3012,2.2732,0.4129,2.0238
9.512,1.2151,0.2411,2.1163,1.9610,3.1787,3.2342,2.2570,1.0212
9.516,1.1975,1.5033,2.2803,3.2252,2.9718,4.1306,3.0349,1.7780
9.520,1.5161,1.4814,2.4481,2.2293,2.8836,2.7651,2.2344,3.4450
9.524,1.6593,0.8897,3.2711,3.1092,3.3536,2.4983,2.7539,1.7180
9.528,2.3915,2.5878,3.7589,3.5140,3.3443,2.4331,2.5841,2.2912
9.532,2.9604,2.2912,4.3146,4.0610,3.6891,2.8472,3.5743,2.3396
9.536,1.1487,2.3402,2.2681,3.4139,1.8333,1.5109,2.8127,1.7221
9.540,2.5729,2.1634,3.1705,3.9015,2.5378,1.5580,1.7447,1.8434
9.544,2.4832,2.1637,3.8881,4.5855,1.2482,0.7535,0.0083,0.7545
9.548,2.1691,3.1838,3.6418,3.6735,2.7064,1.6831,1.2486,-0.5444
9.552,1.1018,2.4304,2.9566,3.0704,0.1797,0.7641,1.0359,0.4735
9.556,1.6071,2.1571,3.0774,1.8422,-0.9063,0.4715,-0.2059,-0.9401
9.560,0.5871,2.4565,1.8962,2.4313,1.3975,-0.0241,-1.7605,-4.0977
9.564,-0.5934,-1.3316,1.5942,0.7004,-0.3999,-1.4443,-3.9017,-2.4518
9.568,-3.0027,-0.6274,2.2937,0.0900,-3.0699,-2.1586,-2.9933,-5.1958
9.572,-2.0977,-0.0329,0.0481,-0.2606,-5.9115,-4.3200,-5.6653,-4.0414
9.576,-3.7726,-3.1162,-2.3978,-1.7735,-5.1206,-5.2575,-6.9104,-6.7276
9.580,-4.1276,-3.8314,-3.4956,-2.1684,-4.6248,-5.8510,-5.2295,-6.4687
9.584,-4.0455,-3.6176,-4.5548,-2.9422,-5.8672,-6.7324,-6.0190,-8.0516
9.588,-5.1444,-5.4014,-2.7710,-4.6357,-4.2685,-5.7530,-5.5521,-5.6089
9.592,-5.9603,-4.2620,-3.7429,-3.6528,-2.7438,-3.7296,-3.1173,-4.0387
9.596,-5.0681,-5.6120,-4.6618,-3.1257,-3.7791,-1.8253,-4.1402,-5.3409
9.600,-5.0251,-4.9462,-4.3717,-3.6876,-2.4556,-2.6342,-4.2320,-3.9622
9.604,-6.1245,-5.5678,-4.5495,-2.8404,0.2674,-0.8750,-3.3681,-2.6244
9.608,-6.3724,-4.7657,-4.0524,-4.1638,-1.2536,-1.1703,-2.0707,-1.6042
9.612,-7.0649,-5.4901,-5.7303,-4.8125,0.8041,-1.7511,-2.6762,-1.0276
9.616,-6.5650,-4.4130,-4.7440,-2.8790,0.3404,0.5134,-0.9519,-1.4347
9.620,-7.0481,-6.7387,-4.8750,-5.5837,0.2566,-1.3974,-1.7152,-1.1199
9.624,-6.4861,-8.8589,-5.1958,-6.8676,-0.3154,-0.9282,-0.4585,-1.9958
9.628,-7.5827,-5.4223,-6.4257,-5.2346,-2.9576,-2.1050,-2.6367,-2.1986
9.632,-6.2395,-7.8379,-6.8513,-6.5346,-2.6040,-2.0147,-0.2083,-3.6174
9.636,-7.2474,-7.0921,-6.2142,-7.3423,-0.1143,-1.3494,-2.1261,-1.8871
9.640,-7.5560,-5.6113,-6.5763,-5.5609,-1.8844,-2.4550,-1.1464,-2.5982
9.644,-6.0892,-7.0955,-4.4229,-5.5149,-2.6864,-2.9738,-3.5875,-2.9950
9.648,-6.1808,-3.8148,-3.3665,-4.4025,-2.7170,-3.6420,-2.1102,-5.7475
9.652,-5.7258,-3.5602,-4.0168,-3.7758,-2.3520,-2.6722,-4.7289,-3.0177
9.656,-4.6356,-4.5245,-3.1548,-3.5218,-1.8422,-3.1787,-3.4410,-2.9277
9.660,-5.4874,-3.3493,-1.5105,-1.9115,-2.0105,-3.3112,-4.6194,-3.8070
9.664,-4.0932,-2.8013,-3.0391,-1.1656,-3.6623,-4.6320,-4.0653,-5.8475
9.668,-2.9839,-2.7102,-3.5324,-2.8215,-3.1313,-5.5878,-4.2790,-4.7576
9.672,-3.5328,-3.2011,-2.6026,-2.3198,-4.2216,-5.6892,-6.6094,-4.2223
9.676,-3.6947,-2.7441,-0.1171,-0.5267,-4.5218,-5.0431,-5.6018,-5.3966
9.680,-2.5644,-1.2214,-0.9183,-0.8963,-5.3563,-5.6695,-5.1751,-5.4256
9.684,-0.8861,-1.1062,-1.1183,-0.6057,-5.2899,-5.7653,-3.5144,-3.0166
9.688,0.4827,0.5062,1.0682,1.2950,-3.6214,-4.9424,-5.8437,-4.7501
9.692,0.7534,-0.3385,-0.0421,2.2674,-2.9869,-3.6944,-3.0354,-5.1429
9.696,0.3494,-0.1696,2.4986,2.1842,-1.7907,-3.1126,-1.0267,-2.2402
9.700,2.0461,3.5586,4.3167,4.2394,2.3031,-0.1897,-1.0901,-0.8675
9.704,1.4431,4.0655,5.5227,3.4605,1.8726,1.5045,0.4434,0.8714
9.708,1.5605,2.7886,3.7097,4.7430,3.4074,3.9887,2.0196,1.3500
9.712,4.4109,3.9426,4.4381,5.6109,3.7674,4.7798,2.8060,2.1105
9.716,3.9299,4.4236,4.0160,4.3096,4.8975,5.5359,3.3329,3.0938
9.720,0.7481,5.0309,3.9722,4.1412,5.3902,3.9616,2.6599,1.7978
9.724,3.2785,3.0442,3.2190,4.0286,4.4029,3.0170,4.2341,2.9744
9.728,2.6730,1.0442,3.9639,4.2596,3.3200,1.1100,3.1562,2.6090
9.732,1.7889,1.4907,3.4094,2.5840,1.1586,2.2525,2.9513,0.9400
9.736,-0.5753,1.1606,0.8542,0.0134,-0.4200,-1.0776,0.6884,0.8427
9.740,-0.7210,-1.2642,1.0786,2.2067,-0.4449,0.2370,0.8145,-0.1295
9.744,-0.5254,-0.7371,-0.1162,-1.3881,-0.0579,-0.8169,-2.1833,-2.2472
9.748,-2.2191,-1.8300,-1.6019,-0.4520,-0.7460,-0.9715,-2.1362,-1.9836
9.752,-2.0162,-1.6824,-1.2634,-1.6933,-1.8130,-2.6408,-5.1343,-4.1635
9.756,-3.2801,-2.8113,-1.3099,-2.2492,-2.3541,-2.4250,-3.3401,-4.8572
9.760,-4.6754,-3.1148,-3.7234,-3.6400,-3.0165,-5.3642,-5.3851,-5.0190
9.764,-6.5209,-5.3179,-5.8783,-5.9788,-5.5144,-4.5354,-7.1308,-7.2080
9.768,-6.7949,-7.0152,-6.7029,-4.3514,-5.0515,-6.8813,-6.5789,-7.9622
9.772,-6.9328,-7.3481,-6.5770,-7.0882,-6.9308,-7.5242,-7.6836,-8.4670
9.776,-10.1211,-9.1149,-7.8541,-6.8731,-6.6232,-7.2366,-9.7133,-8.5355
9.780,-9.0649,-8.3887,-7.0033,-7.2331,-6.7873,-9.0000,-9.0693,-10.9249
9.784,-9.8056,-9.7904,-6.6999,-7.8540,-9.1385,-9.2154,-9.1626,-9.3743
9.788,-7.9161,-10.1634,-7.8072,-7.4648,-7.7014,-8.4491,-7.3190,-8.6003
9.792,-9.6806,-7.8192,-6.0902,-7.6981,-6.8306,-5.6323,-7.3754,-7.0066
9.796,-7.9918,-6.4127,-5.3069,-6.7472,-5.0387,-5.5850,-5.2501,-7.5588
9.800,-6.8436,-6.5153,-6.5664,-7.3502,-3.3867,-3.6535,-5.0017,-4.2208
9.804,-6.9257,-6.4997,-5.1936,-3.9605,-2.3208,-1.7456,-3.0296,-4.2715
9.808,-5.5381,-5.9451,-4.2354,-5.1883,-2.0531,-1.2096,-0.0731,-2.9309
9.812,-4.6029,-2.6307,-4.8652,-3.9467,-0.6196,-0.0169,-2.8675,-2.8075
9.816,-4.4668,-3.7303,-2.7202,-5.1945,0.2512,0.6378,-0.3753,-0.0343
9.820,-4.2698,-2.8876,-1.1019,-3.2398,0.7526,1.4561,0.2030,-0.7745
9.824,-4.4152,-3.8970,-2.3377,-2.3736,1.5578,0.0385,-0.9048,-0.4969
9.828,-2.8111,-2.9133,-1.6498,0.0985,-0.1309,0.3479,0.0159,0.9704
9.832,-2.1195,-3.4494,-0.6463,-0.7808,-1.8190,0.0945,-0.9403,0.4723
9.836,-1.5126,-1.7717,-1.6788,-0.2024,-0.2005,-1.0794,-1.2052,-0.9353
9.840,-2.0774,-0.6912,0.1720,0.9011,0.1006,-0.8417,-0.3593,-1.1892
9.844,0.5168,0.8989,1.1221,1.8693,0.5034,-1.6408,-1.4465,-2.2368
9.848,1.4022,-0.4502,1.8750,1.2162,-0.0586,-1.0410,-1.3488,-0.6484
9.852,0.2778,0.4077,1.4545,0.7731,0.6578,-0.4318,-2.0908,-2.2230
9.856,1.7015,2.0529,2.7614,2.1857,-1.0215,-0.2116,-1.3815,-1.3727
9.860,1.4670,2.0046,3.3598,2.8352,-1.7877,-1.5741,-2.2732,-2.2263
9.864,1.5581,2.2050,2.7620,1.2348,-2.3788,-3.2879,-3.3422,-1.8885
9.868,1.1250,2.0907,1.7053,2.2347,-2.6636,-2.3662,-4.9025,-4.3980
9.872,1.5914,1.1833,3.8640,1.4036,-3.0097,-3.3781,-5.4346,-4.9594
9.876,-0.0675,1.3428,0.3534,1.1029,-4.5183,-3.8695,-4.5339,-5.4470
9.880,0.7461,2.3128,1.8983,1.3527,-4.4176,-4.5070,-3.8410,-5.7445
9.884,1.7715,0.9867,1.1864,0.5045,-3.6407,-5.5522,-3.9863,-5.9758
9.888,0.5881,3.3486,2.9320,1.1512,-3.2068,-3.9897,-4.4237,-5.0920
9.892,0.9993,1.0403,0.7936,1.0785,-2.5252,-3.9883,-2.7851,-3.3840
9.896,0.3789,0.9252,0.7581,1.6910,-1.9052,-1.2685,-2.6512,-2.7011
